Eff_Ele_Bio_w_CCS,Efficiency|Electricity|Biomass|w/ CCS
Eff_Ele_Bio_wo_CCS,Efficiency|Electricity|Biomass|w/o CCS
Eff_Ele_Coa_w_CCS,Efficiency|Electricity|Coal|w/ CCS
Eff_Ele_Coa_wo_CCS,Efficiency|Electricity|Coal|w/o CCS
Eff_Ele_Gas_w_CCS,Efficiency|Electricity|Gas|w/ CCS
Eff_Ele_Gas_wo_CCS,Efficiency|Electricity|Gas|w/o CCS
Eff_Gas_Bio_w_CCS,Efficiency|Gases|Biomass|w/ CCS
Eff_Gas_Bio_wo_CCS,Efficiency|Gases|Biomass|w/o CCS
Eff_Gas_Coa_w_CCS,Efficiency|Gases|Coal|w/ CCS
Eff_Gas_Coa_wo_CCS,Efficiency|Gases|Coal|w/o CCS
Eff_Hyd_Bio_w_CCS,Efficiency|Hydrogen|Biomass|w/ CCS
Eff_Hyd_Bio_wo_CCS,Efficiency|Hydrogen|Biomass|w/o CCS
Eff_Hyd_Coa_w_CCS,Efficiency|Hydrogen|Coal|w/ CCS
Eff_Hyd_Coa_wo_CCS,Efficiency|Hydrogen|Coal|w/o CCS
Eff_Hyd_Ele,Efficiency|Hydrogen|Electricity
Eff_Hyd_Gas_w_CCS,Efficiency|Hydrogen|Gas|w/ CCS
Eff_Hyd_Gas_wo_CCS,Efficiency|Hydrogen|Gas|w/o CCS
Eff_Liq_Bio_w_CCS,Efficiency|Liquids|Biomass|w/ CCS
Eff_Liq_Bio_wo_CCS,Efficiency|Liquids|Biomass|w/o CCS
Eff_Liq_Coa_w_CCS,Efficiency|Liquids|Coal|w/ CCS
Eff_Liq_Coa_wo_CCS,Efficiency|Liquids|Coal|w/o CCS
Eff_Liq_Gas_w_CCS,Efficiency|Liquids|Gas|w/ CCS
Eff_Liq_Gas_wo_CCS,Efficiency|Liquids|Gas|w/o CCS
Eff_Liq_Oil,Efficiency|Liquids|Oil
Lif_Ele_Bio_w_CCS,Lifetime|Electricity|Biomass|w/ CCS
Lif_Ele_Bio_wo_CCS,Lifetime|Electricity|Biomass|w/o CCS
Lif_Ele_Coa_w_CCS,Lifetime|Electricity|Coal|w/ CCS
Lif_Ele_Coa_wo_CCS,Lifetime|Electricity|Coal|w/o CCS
Lif_Ele_Gas_w_CCS,Lifetime|Electricity|Gas|w/ CCS
Lif_Ele_Gas_wo_CCS,Lifetime|Electricity|Gas|w/o CCS
Lif_Ele_Hyd,Lifetime|Electricity|Hydro
Lif_Ele_Nuc,Lifetime|Electricity|Nuclear
Lif_Ele_Geo,Lifetime|Electricity|Geothermal
Lif_Ele_SolarCSP,Lifetime|Electricity|Solar|CSP
Lif_Ele_SolarPV,Lifetime|Electricity|Solar|PV
Lif_Ele_Win,Lifetime|Electricity|Wind
Lif_Ele_Win_Off,Lifetime|Electricity|Wind|Offshore
Lif_Ele_Win_Ons,Lifetime|Electricity|Wind|Onshore
Lif_Gas_Bio_w_CCS,Lifetime|Gases|Biomass|w/ CCS
Lif_Gas_Bio_wo_CCS,Lifetime|Gases|Biomass|w/o CCS
Lif_Gas_Coa_w_CCS,Lifetime|Gases|Coal|w/ CCS
Lif_Gas_Coa_wo_CCS,Lifetime|Gases|Coal|w/o CCS
Lif_Hyd_Bio_w_CCS,Lifetime|Hydrogen|Biomass|w/ CCS
Lif_Hyd_Bio_wo_CCS,Lifetime|Hydrogen|Biomass|w/o CCS
Lif_Hyd_Coa_w_CCS,Lifetime|Hydrogen|Coal|w/ CCS
Lif_Hyd_Coa_wo_CCS,Lifetime|Hydrogen|Coal|w/o CCS
Lif_Hyd_Ele,Lifetime|Hydrogen|Electricity
Lif_Hyd_Gas_w_CCS,Lifetime|Hydrogen|Gas|w/ CCS
Lif_Hyd_Gas_wo_CCS,Lifetime|Hydrogen|Gas|w/o CCS
Lif_Liq_Bio_w_CCS,Lifetime|Liquids|Biomass|w/ CCS
Lif_Liq_Bio_wo_CCS,Lifetime|Liquids|Biomass|w/o CCS
Lif_Liq_Coa_w_CCS,Lifetime|Liquids|Coal|w/ CCS
Lif_Liq_Coa_wo_CCS,Lifetime|Liquids|Coal|w/o CCS
Lif_Liq_Gas_w_CCS,Lifetime|Liquids|Gas|w/ CCS
Lif_Liq_Gas_wo_CCS,Lifetime|Liquids|Gas|w/o CCS
Lif_Liq_Oil,Lifetime|Liquids|Oil
OM_Cos_Fix_Ele_Bio_w_CCS,OM Cost|Fixed|Electricity|Biomass|w/ CCS
OM_Cos_Fix_Ele_Bio_wo_CCS,OM Cost|Fixed|Electricity|Biomass|w/o CCS
OM_Cos_Fix_Ele_Coa_w_CCS,OM Cost|Fixed|Electricity|Coal|w/ CCS
OM_Cos_Fix_Ele_Coa_wo_CCS,OM Cost|Fixed|Electricity|Coal|w/o CCS
OM_Cos_Fix_Ele_Gas_w_CCS,OM Cost|Fixed|Electricity|Gas|w/ CCS
OM_Cos_Fix_Ele_Gas_wo_CCS,OM Cost|Fixed|Electricity|Gas|w/o CCS
OM_Cos_Fix_Ele_Hyd,OM Cost|Fixed|Electricity|Hydro
OM_Cos_Fix_Ele_Nuc,OM Cost|Fixed|Electricity|Nuclear
OM_Cos_Fix_Ele_Geo,OM Cost|Fixed|Electricity|Geothermal
OM_Cos_Fix_Ele_SolarCSP,OM Cost|Fixed|Electricity|Solar|CSP
OM_Cos_Fix_Ele_SolarPV,OM Cost|Fixed|Electricity|Solar|PV
OM_Cos_Fix_Ele_Win,OM Cost|Fixed|Electricity|Wind
OM_Cos_Fix_Ele_Win_Off,OM Cost|Fixed|Electricity|Wind|Offshore
OM_Cos_Fix_Ele_Win_Ons,OM Cost|Fixed|Electricity|Wind|Onshore
OM_Cos_Fix_Gas_Bio_w_CCS,OM Cost|Fixed|Gases|Biomass|w/ CCS
OM_Cos_Fix_Gas_Bio_wo_CCS,OM Cost|Fixed|Gases|Biomass|w/o CCS
OM_Cos_Fix_Gas_Coa_w_CCS,OM Cost|Fixed|Gases|Coal|w/ CCS
OM_Cos_Fix_Gas_Coa_wo_CCS,OM Cost|Fixed|Gases|Coal|w/o CCS
OM_Cos_Fix_Hyd_Bio_w_CCS,OM Cost|Fixed|Hydrogen|Biomass|w/ CCS
OM_Cos_Fix_Hyd_Bio_wo_CCS,OM Cost|Fixed|Hydrogen|Biomass|w/o CCS
OM_Cos_Fix_Hyd_Coa_w_CCS,OM Cost|Fixed|Hydrogen|Coal|w/ CCS
OM_Cos_Fix_Hyd_Coa_wo_CCS,OM Cost|Fixed|Hydrogen|Coal|w/o CCS
OM_Cos_Fix_Hyd_Ele,OM Cost|Fixed|Hydrogen|Electricity
OM_Cos_Fix_Hyd_Gas_w_CCS,OM Cost|Fixed|Hydrogen|Gas|w/ CCS
OM_Cos_Fix_Hyd_Gas_wo_CCS,OM Cost|Fixed|Hydrogen|Gas|w/o CCS
OM_Cos_Fix_Liq_Bio_w_CCS,OM Cost|Fixed|Liquids|Biomass|w/ CCS
OM_Cos_Fix_Liq_Bio_wo_CCS,OM Cost|Fixed|Liquids|Biomass|w/o CCS
OM_Cos_Fix_Liq_Coa_w_CCS,OM Cost|Fixed|Liquids|Coal|w/ CCS
OM_Cos_Fix_Liq_Coa_wo_CCS,OM Cost|Fixed|Liquids|Coal|w/o CCS
OM_Cos_Fix_Liq_Gas_w_CCS,OM Cost|Fixed|Liquids|Gas|w/ CCS
OM_Cos_Fix_Liq_Gas_wo_CCS,OM Cost|Fixed|Liquids|Gas|w/o CCS
OM_Cos_Fix_Liq_Oil,OM Cost|Fixed|Liquids|Oil
Exp_Agr,Export|Agriculture
Exp_Ene,Export|Energy
Imp_Agr,Import|Agriculture
Imp_Ene,Import|Energy
Trd,Trade
Exp_Oth,Export|Other
Imp_Oth,Import|Other
Wat_Cns,Water Consumption
Wat_Cns_Ind_Wat,Water Consumption|Industrial Water
Wat_Cns_Mun_Wat,Water Consumption|Municipal Water
Wat_Wit,Water Withdrawal
Wat_Wit_Ind_Wat,Water Withdrawal|Industrial Water
Wat_Wit_Mun_Wat,Water Withdrawal|Municipal Water
Fre_Env_Flo,Freshwater|Environmental Flow
Pop_Dri_Wat_Acc,Population|Drinking Water Access
Pop_San_Acc,Population|Sanitation Acces
Wat_Des,Water Desalination
Wat_Ext_Bra_Wat,Water Extraction|Brackish Water
Wat_Ext_Gro,Water Extraction|Groundwater
Wat_Ext_Sea,Water Extraction|Seawater
Wat_Ext_Sur_Wat,Water Extraction|Surface Water
Wat_Res_Bra_Wat,Water Resource|Brackish Water
Wat_Res_Gro,Water Resource|Groundwater
Wat_Res_Sur_Wat,Water Resource|Surface Water
Wat_Tra,Water Transfer
Wat_Cns_Irr,Water Consumption|Irrigation
Wat_Cns_Liv,Water Consumption|Livestock
Wat_Wit_Liv,Water Withdrawal|Livestock
Imp_Eff_Irr,Improvement|Efficiency|Irrigation
Lan_Cov_Cro_Dou,Land Cover|Cropland|Double-cropped
Lan_Cov_Cro_Rai,Land Cover|Cropland|Rainfed
Lan_Cov_Wat_Eco_Frs,Land Cover|Water Ecosystems|Forests
Lan_Cov_Wat_Eco_Gla,Land Cover|Water Ecosystems|Glaciers
Lan_Cov_Wat_Eco_Lak,Land Cover|Water Ecosystems|Lakes
Lan_Cov_Wat_Eco_Mou,Land Cover|Water Ecosystems|Mountains
Lan_Cov_Wat_Eco_Wet,Land Cover|Water Ecosystems|Wetlands
Wat_Cns_Ele,Water Consumption|Electricity
Wat_Cns_Ele_Bio,Water Consumption|Electricity|Biomass
Wat_Cns_Ele_Bio_w_CCS,Water Consumption|Electricity|Biomass|w/ CCS
Wat_Cns_Ele_Bio_wo_CCS,Water Consumption|Electricity|Biomass|w/o CCS
Wat_Cns_Ele_Coa,Water Consumption|Electricity|Coal
Wat_Cns_Ele_Coa_w_CCS,Water Consumption|Electricity|Coal|w/ CCS
Wat_Cns_Ele_Coa_wo_CCS,Water Consumption|Electricity|Coal|w/o CCS
Wat_Cns_Ele_Coo_Pon,Water Consumption|Electricity|Cooling Pond
Wat_Cns_Ele_Dry_Coo,Water Consumption|Electricity|Dry Cooling
Wat_Cns_Ele_Fos,Water Consumption|Electricity|Fossil
Wat_Cns_Ele_Fos_w_CCS,Water Consumption|Electricity|Fossil|w/ CCS
Wat_Cns_Ele_Fos_wo_CCS,Water Consumption|Electricity|Fossil|w/o CCS
Wat_Cns_Ele_Gas,Water Consumption|Electricity|Gas
Wat_Cns_Ele_Gas_w_CCS,Water Consumption|Electricity|Gas|w/ CCS
Wat_Cns_Ele_Gas_wo_CCS,Water Consumption|Electricity|Gas|w/o CCS
Wat_Cns_Ele_Geo,Water Consumption|Electricity|Geothermal
Wat_Cns_Ele_Hyd,Water Consumption|Electricity|Hydro
Wat_Cns_Ele_NonBioRen,Water Consumption|Electricity|Non-Biomass Renewables
Wat_Cns_Ele_Nuc,Water Consumption|Electricity|Nuclear
Wat_Cns_Ele_Oil,Water Consumption|Electricity|Oil
Wat_Cns_Ele_Oil_w_CCS,Water Consumption|Electricity|Oil|w/ CCS
Wat_Cns_Ele_Oil_wo_CCS,Water Consumption|Electricity|Oil|w/o CCS
Wat_Cns_Ele_Onc_Thr,Water Consumption|Electricity|Once Through
Wat_Cns_Ele_Oth,Water Consumption|Electricity|Other
Wat_Cns_Ele_Sea_Coo,Water Consumption|Electricity|Sea Cooling
Wat_Cns_Ele_Solar,Water Consumption|Electricity|Solar
Wat_Cns_Ele_SolarCSP,Water Consumption|Electricity|Solar|CSP
Wat_Cns_Ele_SolarPV,Water Consumption|Electricity|Solar|PV
Wat_Cns_Ele_Wet_Tow,Water Consumption|Electricity|Wet Tower
Wat_Cns_Ele_Win,Water Consumption|Electricity|Wind
Wat_Cns_Ext,Water Consumption|Extraction
Wat_Cns_Gas,Water Consumption|Gases
Wat_Cns_Heat,Water Consumption|Heat
Wat_Cns_Hyd,Water Consumption|Hydrogen
Wat_Cns_Liq,Water Consumption|Liquids
Wat_Wit_Ele,Water Withdrawal|Electricity
Wat_Wit_Ext,Water Withdrawal|Extraction
Wat_Wit_Gas,Water Withdrawal|Gases
Wat_Wit_Heat,Water Withdrawal|Heat
Wat_Wit_Hyd,Water Withdrawal|Hydrogen
Wat_Wit_Liq,Water Withdrawal|Liquids
Fin_Ene_Com_Wat_Des,Final Energy|Commercial|Water|Desalination
Fin_Ene_Com_Wat_Gro_Ext,Final Energy|Commercial|Water|Groundwater Extraction
Fin_Ene_Com_Wat_Sur_Wat_Ext,Final Energy|Commercial|Water|Surface Water Extraction
Fin_Ene_Com_Wat_Tra,Final Energy|Commercial|Water|Transfer
Wat_Cns_Ext_Coa,Water Consumption|Extraction|Coal
Wat_Cns_Ext_Gas,Water Consumption|Extraction|Gas
Wat_Cns_Ext_Oil,Water Consumption|Extraction|Oil
Wat_Cns_Ext_Ura,Water Consumption|Extraction|Uranium
Wat_Cns_Gas_Bio,Water Consumption|Gases|Biomass
Wat_Cns_Gas_Coa,Water Consumption|Gases|Coal
Wat_Cns_Gas_Nat_Gas,Water Consumption|Gases|Natural Gas
Wat_Cns_Gas_Oth,Water Consumption|Gases|Other
Wat_Cns_HeatBio,Water Consumption|Heat|Biomass
Wat_Cns_HeatCoa,Water Consumption|Heat|Coal
Wat_Cns_HeatGas,Water Consumption|Heat|Gas
Wat_Cns_HeatGeo,Water Consumption|Heat|Geothermal
Wat_Cns_HeatNuc,Water Consumption|Heat|Nuclear
Wat_Cns_HeatOil,Water Consumption|Heat|Oil
Wat_Cns_HeatOth,Water Consumption|Heat|Other
Wat_Cns_HeatSolar,Water Consumption|Heat|Solar
Wat_Cns_Hyd_Bio,Water Consumption|Hydrogen|Biomass
Wat_Cns_Hyd_Bio_w_CCS,Water Consumption|Hydrogen|Biomass|w/ CCS
Wat_Cns_Hyd_Bio_wo_CCS,Water Consumption|Hydrogen|Biomass|w/o CCS
Wat_Cns_Hyd_Coa,Water Consumption|Hydrogen|Coal
Wat_Cns_Hyd_Coa_w_CCS,Water Consumption|Hydrogen|Coal|w/ CCS
Wat_Cns_Hyd_Coa_wo_CCS,Water Consumption|Hydrogen|Coal|w/o CCS
Wat_Cns_Hyd_Ele,Water Consumption|Hydrogen|Electricity
Wat_Cns_Hyd_Fos,Water Consumption|Hydrogen|Fossil
Wat_Cns_Hyd_Fos_w_CCS,Water Consumption|Hydrogen|Fossil|w/ CCS
Wat_Cns_Hyd_Fos_wo_CCS,Water Consumption|Hydrogen|Fossil|w/o CCS
Wat_Cns_Hyd_Gas,Water Consumption|Hydrogen|Gas
Wat_Cns_Hyd_Gas_w_CCS,Water Consumption|Hydrogen|Gas|w/ CCS
Wat_Cns_Hyd_Gas_wo_CCS,Water Consumption|Hydrogen|Gas|w/o CCS
Wat_Cns_Hyd_Oil,Water Consumption|Hydrogen|Oil
Wat_Cns_Hyd_Oth,Water Consumption|Hydrogen|Other
Wat_Cns_Hyd_Solar,Water Consumption|Hydrogen|Solar
Wat_Cns_Liq_Bio,Water Consumption|Liquids|Biomass
Wat_Cns_Liq_Bio_w_CCS,Water Consumption|Liquids|Biomass|w/ CCS
Wat_Cns_Liq_Bio_wo_CCS,Water Consumption|Liquids|Biomass|w/o CCS
Wat_Cns_Liq_Coa,Water Consumption|Liquids|Coal
Wat_Cns_Liq_Coa_w_CCS,Water Consumption|Liquids|Coal|w/ CCS
Wat_Cns_Liq_Coa_wo_CCS,Water Consumption|Liquids|Coal|w/o CCS
Wat_Cns_Liq_Fos,Water Consumption|Liquids|Fossil
Wat_Cns_Liq_Fos_w_CCS,Water Consumption|Liquids|Fossil|w/ CCS
Wat_Cns_Liq_Fos_wo_CCS,Water Consumption|Liquids|Fossil|w/o CCS
Wat_Cns_Liq_Gas,Water Consumption|Liquids|Gas
Wat_Cns_Liq_Gas_w_CCS,Water Consumption|Liquids|Gas|w/ CCS
Wat_Cns_Liq_Gas_wo_CCS,Water Consumption|Liquids|Gas|w/o CCS
Wat_Cns_Liq_Oil,Water Consumption|Liquids|Oil
Wat_The_Pol_Ele_Bio,Water Thermal Pollution|Electricity|Biomass
Wat_The_Pol_Ele_Bio_w_CCS,Water Thermal Pollution|Electricity|Biomass|w/ CCS
Wat_The_Pol_Ele_Bio_wo_CCS,Water Thermal Pollution|Electricity|Biomass|w/o CCS
Wat_The_Pol_Ele_Coa,Water Thermal Pollution|Electricity|Coal
Wat_The_Pol_Ele_Coa_w_CCS,Water Thermal Pollution|Electricity|Coal|w/ CCS
Wat_The_Pol_Ele_Coa_wo_CCS,Water Thermal Pollution|Electricity|Coal|w/o CCS
Wat_The_Pol_Ele_Fos,Water Thermal Pollution|Electricity|Fossil
Wat_The_Pol_Ele_Fos_w_CCS,Water Thermal Pollution|Electricity|Fossil|w/ CCS
Wat_The_Pol_Ele_Fos_wo_CCS,Water Thermal Pollution|Electricity|Fossil|w/o CCS
Wat_The_Pol_Ele_Gas,Water Thermal Pollution|Electricity|Gas
Wat_The_Pol_Ele_Gas_w_CCS,Water Thermal Pollution|Electricity|Gas|w/ CCS
Wat_The_Pol_Ele_Gas_wo_CCS,Water Thermal Pollution|Electricity|Gas|w/o CCS
Wat_The_Pol_Ele_Geo,Water Thermal Pollution|Electricity|Geothermal
Wat_The_Pol_Ele_NonBioRen,Water Thermal Pollution|Electricity|Non-Biomass Renewables
Wat_The_Pol_Ele_Nuc,Water Thermal Pollution|Electricity|Nuclear
Wat_The_Pol_Ele_Oil,Water Thermal Pollution|Electricity|Oil
Wat_The_Pol_Ele_Oil_w_CCS,Water Thermal Pollution|Electricity|Oil|w/ CCS
Wat_The_Pol_Ele_Oil_wo_CCS,Water Thermal Pollution|Electricity|Oil|w/o CCS
Wat_The_Pol_Ele_Onc_Thr,Water Thermal Pollution|Electricity|Once Through
Wat_The_Pol_Ele_Oth,Water Thermal Pollution|Electricity|Other
Wat_The_Pol_Ele_Sea_Coo,Water Thermal Pollution|Electricity|Sea Cooling
Wat_The_Pol_Ele_Solar,Water Thermal Pollution|Electricity|Solar
Wat_The_Pol_Ele_SolarCSP,Water Thermal Pollution|Electricity|Solar|CSP
Wat_Wit_Ele_Bio,Water Withdrawal|Electricity|Biomass
Wat_Wit_Ele_Bio_w_CCS,Water Withdrawal|Electricity|Biomass|w/ CCS
Wat_Wit_Ele_Bio_wo_CCS,Water Withdrawal|Electricity|Biomass|w/o CCS
Wat_Wit_Ele_Coa,Water Withdrawal|Electricity|Coal
Wat_Wit_Ele_Coa_w_CCS,Water Withdrawal|Electricity|Coal|w/ CCS
Wat_Wit_Ele_Coa_wo_CCS,Water Withdrawal|Electricity|Coal|w/o CCS
Wat_Wit_Ele_Coo_Pon,Water Withdrawal|Electricity|Cooling Pond
Wat_Wit_Ele_Dry_Coo,Water Withdrawal|Electricity|Dry Cooling
Wat_Wit_Ele_Fos,Water Withdrawal|Electricity|Fossil
Wat_Wit_Ele_Fos_w_CCS,Water Withdrawal|Electricity|Fossil|w/ CCS
Wat_Wit_Ele_Fos_wo_CCS,Water Withdrawal|Electricity|Fossil|w/o CCS
Wat_Wit_Ele_Gas,Water Withdrawal|Electricity|Gas
Wat_Wit_Ele_Gas_w_CCS,Water Withdrawal|Electricity|Gas|w/ CCS
Wat_Wit_Ele_Gas_wo_CCS,Water Withdrawal|Electricity|Gas|w/o CCS
Wat_Wit_Ele_Geo,Water Withdrawal|Electricity|Geothermal
Wat_Wit_Ele_Hyd,Water Withdrawal|Electricity|Hydro
Wat_Wit_Ele_NonBioRen,Water Withdrawal|Electricity|Non-Biomass Renewables
Wat_Wit_Ele_Nuc,Water Withdrawal|Electricity|Nuclear
Wat_Wit_Ele_Oce,Water Withdrawal|Electricity|Ocean
Wat_Wit_Ele_Oil,Water Withdrawal|Electricity|Oil
Wat_Wit_Ele_Oil_w_CCS,Water Withdrawal|Electricity|Oil|w/ CCS
Wat_Wit_Ele_Oil_wo_CCS,Water Withdrawal|Electricity|Oil|w/o CCS
Wat_Wit_Ele_Onc_Thr,Water Withdrawal|Electricity|Once Through
Wat_Wit_Ele_Oth,Water Withdrawal|Electricity|Other
Wat_Wit_Ele_Sea_Coo,Water Withdrawal|Electricity|Sea Cooling
Wat_Wit_Ele_Solar,Water Withdrawal|Electricity|Solar
Wat_Wit_Ele_SolarCSP,Water Withdrawal|Electricity|Solar|CSP
Wat_Wit_Ele_SolarPV,Water Withdrawal|Electricity|Solar|PV
Wat_Wit_Ele_Wet_Tow,Water Withdrawal|Electricity|Wet Tower
Wat_Wit_Ele_Win,Water Withdrawal|Electricity|Wind
Wat_Wit_Ext_Coa,Water Withdrawal|Extraction|Coal
Wat_Wit_Ext_Gas,Water Withdrawal|Extraction|Gas
Wat_Wit_Ext_Oil,Water Withdrawal|Extraction|Oil
Wat_Wit_Ext_Ura,Water Withdrawal|Extraction|Uranium
Wat_Wit_Gas_Bio,Water Withdrawal|Gases|Biomass
Wat_Wit_Gas_Coa,Water Withdrawal|Gases|Coal
Wat_Wit_Gas_Nat_Gas,Water Withdrawal|Gases|Natural Gas
Wat_Wit_Gas_Oth,Water Withdrawal|Gases|Other
Wat_Wit_HeatBio,Water Withdrawal|Heat|Biomass
Wat_Wit_HeatCoa,Water Withdrawal|Heat|Coal
Wat_Wit_HeatGas,Water Withdrawal|Heat|Gas
Wat_Wit_HeatGeo,Water Withdrawal|Heat|Geothermal
Wat_Wit_HeatNuc,Water Withdrawal|Heat|Nuclear
Wat_Wit_HeatOil,Water Withdrawal|Heat|Oil
Wat_Wit_HeatOth,Water Withdrawal|Heat|Other
Wat_Wit_HeatSolar,Water Withdrawal|Heat|Solar
Wat_Wit_Hyd_Bio,Water Withdrawal|Hydrogen|Biomass
Wat_Wit_Hyd_Bio_w_CCS,Water Withdrawal|Hydrogen|Biomass|w/ CCS
Wat_Wit_Hyd_Bio_wo_CCS,Water Withdrawal|Hydrogen|Biomass|w/o CCS
Wat_Wit_Hyd_Coa,Water Withdrawal|Hydrogen|Coal
Wat_Wit_Hyd_Coa_w_CCS,Water Withdrawal|Hydrogen|Coal|w/ CCS
Wat_Wit_Hyd_Coa_wo_CCS,Water Withdrawal|Hydrogen|Coal|w/o CCS
Wat_Wit_Hyd_Ele,Water Withdrawal|Hydrogen|Electricity
Wat_Wit_Hyd_Fos,Water Withdrawal|Hydrogen|Fossil
Wat_Wit_Hyd_Fos_w_CCS,Water Withdrawal|Hydrogen|Fossil|w/ CCS
Wat_Wit_Hyd_Fos_wo_CCS,Water Withdrawal|Hydrogen|Fossil|w/o CCS
Wat_Wit_Hyd_Gas,Water Withdrawal|Hydrogen|Gas
Wat_Wit_Hyd_Gas_w_CCS,Water Withdrawal|Hydrogen|Gas|w/ CCS
Wat_Wit_Hyd_Gas_wo_CCS,Water Withdrawal|Hydrogen|Gas|w/o CCS
Wat_Wit_Hyd_Oil,Water Withdrawal|Hydrogen|Oil
Wat_Wit_Hyd_Oth,Water Withdrawal|Hydrogen|Other
Wat_Wit_Hyd_Solar,Water Withdrawal|Hydrogen|Solar
Wat_Wit_Liq_Bio,Water Withdrawal|Liquids|Biomass
Wat_Wit_Liq_Bio_w_CCS,Water Withdrawal|Liquids|Biomass|w/ CCS
Wat_Wit_Liq_Bio_wo_CCS,Water Withdrawal|Liquids|Biomass|w/o CCS
Wat_Wit_Liq_Coa,Water Withdrawal|Liquids|Coal
Wat_Wit_Liq_Coa_w_CCS,Water Withdrawal|Liquids|Coal|w/ CCS
Wat_Wit_Liq_Coa_wo_CCS,Water Withdrawal|Liquids|Coal|w/o CCS
Wat_Wit_Liq_Fos,Water Withdrawal|Liquids|Fossil
Wat_Wit_Liq_Fos_w_CCS,Water Withdrawal|Liquids|Fossil|w/ CCS
Wat_Wit_Liq_Fos_wo_CCS,Water Withdrawal|Liquids|Fossil|w/o CCS
Wat_Wit_Liq_Gas,Water Withdrawal|Liquids|Gas
Wat_Wit_Liq_Gas_w_CCS,Water Withdrawal|Liquids|Gas|w/ CCS
Wat_Wit_Liq_Gas_wo_CCS,Water Withdrawal|Liquids|Gas|w/o CCS
Wat_Wit_Liq_Oil,Water Withdrawal|Liquids|Oil
Cum_Cap_Ele_Oce,Cumulative Capacity|Electricity|Ocean
Cum_Cap_Ele_Oth,Cumulative Capacity|Electricity|Other
Cap_Add_Ele_Oce,Capacity Additions|Electricity|Ocean
Cap_Add_Ele_Oth,Capacity Additions|Electricity|Other
Agr_Yie_Ene_Cro,Agriculture|Yield|Energy Crops
Car_Seq_CCS_Bio_Ene,Carbon Sequestration|CCS|Biomass|Energy
Car_Seq_CCS_Bio_Ind_Pro,Carbon Sequestration|CCS|Biomass|Industrial Processes
Car_Seq_CCS_Fos_Ene,Carbon Sequestration|CCS|Fossil|Energy
Car_Seq_CCS_Fos_Ind_Pro,Carbon Sequestration|CCS|Fossil|Industrial Processes
Emi_CO2_FFI_Cum,Emissions|CO2|Fossil Fuels and Industry|Cumulative
Emi_CO2_Lan_Use_Flo_Neg_Seq,Emissions|CO2|Land Use|Flows|Negative (Sequestration)
Emi_CO2_Lan_Use_Flo_Pos_Emi,Emissions|CO2|Land Use|Flows|Positive (Emission)
OM_Cos_Var_Ele_Bio_w_CCS,OM Cost|Variable|Electricity|Biomass|w/ CCS
OM_Cos_Var_Ele_Bio_wo_CCS,OM Cost|Variable|Electricity|Biomass|w/o CCS
OM_Cos_Var_Ele_Coa_w_CCS,OM Cost|Variable|Electricity|Coal|w/ CCS
OM_Cos_Var_Ele_Coa_wo_CCS,OM Cost|Variable|Electricity|Coal|w/o CCS
OM_Cos_Var_Ele_Gas_w_CCS,OM Cost|Variable|Electricity|Gas|w/ CCS
OM_Cos_Var_Ele_Gas_wo_CCS,OM Cost|Variable|Electricity|Gas|w/o CCS
OM_Cos_Var_Ele_Geo,OM Cost|Variable|Electricity|Geothermal
OM_Cos_Var_Ele_Hyd,OM Cost|Variable|Electricity|Hydro
OM_Cos_Var_Ele_Nuc,OM Cost|Variable|Electricity|Nuclear
OM_Cos_Var_Ele_PV,OM Cost|Variable|Electricity|PV
OM_Cos_Var_Ele_Win,OM Cost|Variable|Electricity|Wind
OM_Cos_Var_Ele_Win_Off,OM Cost|Variable|Electricity|Wind|Offshore
OM_Cos_Var_Ele_Win_Ons,OM Cost|Variable|Electricity|Wind|Onshore
Lan_Cov_Cro_Non_Ene_Cro,Land Cover|Cropland|Non-Energy Crops
Fin_Ene_Res_Liq_Oil,Final Energy|Residential|Liquids|Oil
Fin_Ene_Res_Liq_Bio,Final Energy|Residential|Liquids|Biomass
Fin_Ene_Res_SolidsBio,Final Energy|Residential|Solids|Biomass
Fin_Ene_Res_SolidsCoa,Final Energy|Residential|Solids|Coal
Fin_Ene_Com_SolidsBio,Final Energy|Commercial|Solids|Biomass
Fin_Ene_Com_SolidsCoa,Final Energy|Commercial|Solids|Coal
Fin_Ene_Com_Liq_Oil,Final Energy|Commercial|Liquids|Oil
Fin_Ene_Com_Liq_Bio,Final Energy|Commercial|Liquids|Biomass
Fin_Ene_Res_SolidsBio_Tra,Final Energy|Residential|Solids|Biomass|Traditional
Fin_Ene_Com_SolidsBio_Tra,Final Energy|Commercial|Solids|Biomass|Traditional
Prm_Ene_Bio_Gas,Primary Energy|Biomass|Gases
Prm_Ene_Bio_Gas_w_CCS,Primary Energy|Biomass|Gases|w/ CCS
Prm_Ene_Bio_Gas_wo_CCS,Primary Energy|Biomass|Gases|w/o CCS
Prm_Ene_Bio_Heat,Primary Energy|Biomass|Heat
Prm_Ene_Bio_Heatw_CCS,Primary Energy|Biomass|Heat|w/ CCS
Prm_Ene_Bio_Heatwo_CCS,Primary Energy|Biomass|Heat|w/o CCS
Prm_Ene_Bio_Hyd,Primary Energy|Biomass|Hydrogen
Prm_Ene_Bio_Hyd_w_CCS,Primary Energy|Biomass|Hydrogen|w/ CCS
